Refactoring Type	Source Method	Target Class	Similarity Indice
Move Method	org.apache.kafka.streams.KafkaStreams::handleStreamsUncaughtException(Throwable, StreamsUncaughtExceptionHandler, boolean):void	org.apache.kafka.streams.errors.StreamsUncaughtExceptionHandler	1.0
Move Method	org.apache.kafka.streams.integration.IQv2StoreIntegrationTest::setUpSessionDSLTopology(SessionBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.6276356714098097
Move Method	org.apache.kafka.streams.kstream.internals.KStreamWindowAggregateTest::processEmitUpdateJoin(TestInputTopic<String,String>, TestInputTopic<String,String>, MockApiProcessorSupplier<Windowed<String>,String,Void,Void>):void	org.apache.kafka.test.MockApiProcessorSupplier	0.5652210884353741
Move Method	org.apache.kafka.streams.processor.StateStore::query(Query<R>, PositionBound, QueryConfig):QueryResult<R>	org.apache.kafka.streams.query.PositionBound	0.45238095238095233
Move Method	org.apache.kafka.streams.processor.internals.StandbyTaskTest::setupCloseTaskMetric():MetricName	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.7468718496115758
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::decorateTopic(String):String	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	0.568421052631579
Move Method	org.apache.kafka.streams.integration.IQv2StoreIntegrationTest::setUpKeyValueDSLTopology(KeyValueBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.7466848540946074
Move Method	org.apache.kafka.streams.integration.MetricsIntegrationTest::shouldAddMetricsForSessionStore():void	org.apache.kafka.streams.StreamsBuilder	0.36746111147730126
Move Method	org.apache.kafka.streams.state.internals.InMemorySessionStoreTest::shouldNotExpireFromOpenIterator():void	org.apache.kafka.streams.state.SessionStore	0.2053605940625089
Move Method	org.apache.kafka.streams.processor.internals.StreamTaskTest::setupCloseTaskMetric():MetricName	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.7468718496115758
Move Method	org.apache.kafka.streams.state.internals.InMemoryTimeOrderedKeyValueChangeBuffer::logValue(Bytes, BufferKey, BufferValue):void	org.apache.kafka.streams.state.internals.BufferKey	0.6857142857142857
Move Method	org.apache.kafka.streams.processor.internals.namedtopology.KafkaStreamsNamedTopologyWrapper::verifyTopologyStateStore(String, String):void	org.apache.kafka.streams.processor.internals.TopologyMetadata	1.0
Move Method	org.apache.kafka.streams.processor.internals.KeyValueStoreMaterializerTest::setUp():void	org.apache.kafka.streams.StreamsConfig	0.4858463396369534
Move Method	org.apache.kafka.streams.state.internals.ThreadCache.MemoryLRUCacheBytesIterator::internalNext():void	org.apache.kafka.streams.state.internals.NamedCache	0.8204874878128046
Move Method	org.apache.kafka.streams.kstream.internals.InternalStreamsBuilderTest::verifyVersionedSemantics(TableFilterNode<?,?>, boolean):void	org.apache.kafka.streams.kstream.internals.graph.TableFilterNode	1.0
Move Method	org.apache.kafka.streams.integration.RestoreIntegrationTest::waitForTransitionTo(Set<KafkaStreams.State>, KafkaStreams.State, Duration):void	org.apache.kafka.streams.KafkaStreams	0.27482933605431575
Move Method	org.apache.kafka.streams.state.internals.CachingPersistentWindowStoreTest::verifyKeyValue(KeyValue<Long,byte[]>, long, String):void	org.apache.kafka.streams.KeyValue	0.6285714285714286
Move Method	org.apache.kafka.streams.processor.internals.namedtopology.KafkaStreamsNamedTopologyWrapper::queryMetadataForKey(String, K, Serializer<K>, String):KeyQueryMetadata	org.apache.kafka.streams.processor.internals.StreamsMetadataState	0.6469870129870132
Move Method	org.apache.kafka.streams.state.internals.RocksDBStore::addValueProvidersToMetricsRecorder():void	org.apache.kafka.streams.state.internals.RocksDBGenericOptionsToDbOptionsColumnFamilyOptionsAdapter	0.43542428504453884
Move Method	org.apache.kafka.streams.integration.QueryableStateIntegrationTest::fetch(ReadOnlyWindowStore<String,Long>, String):Set<KeyValue<String,Long>>	org.apache.kafka.streams.state.ReadOnlyWindowStore	0.5776014109347442
Move Method	org.apache.kafka.streams.state.internals.RocksDBStoreTest::createChangelogRecord(byte[], byte[], String, int, long):ConsumerRecord<byte[],byte[]>	org.apache.kafka.test.InternalMockProcessorContext	0.03700606961476526
Move Method	org.apache.kafka.streams.processor.internals.RackAwarenessStreamsPartitionAssignorTest::configProps():Map<String,Object>	org.apache.kafka.streams.StreamsConfig	0.9751981351981356
Move Method	org.apache.kafka.streams.kstream.internals.KTableImplTest::assertTopologyContainsProcessor(Topology, String):void	org.apache.kafka.streams.Topology	0.7216434562588411
Move Method	org.apache.kafka.streams.processor.internals.namedtopology.KafkaStreamsNamedTopologyWrapper::resetOffsets(Set<TopicPartition>):void	org.apache.kafka.streams.StreamsConfig	0.5536079661079663
Move Method	org.apache.kafka.streams.processor.internals.InternalProcessorContext::getStateStore(StoreBuilder<T>):T	org.apache.kafka.streams.state.StoreBuilder	0.6617647058823529
Move Method	org.apache.kafka.streams.state.internals.RocksDBStoreTest::getStatistics(RocksDBStore):Statistics	org.apache.kafka.streams.state.internals.RocksDBStore	0.7219746602414859
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::buildSinkNode(Map<String,ProcessorNode<?,?,?,?>>, Map<String,SinkNode<?,?>>, Set<String>, SinkNodeFactory<?,?>, SinkNode<?,?>):void	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	1.0
Move Method	org.apache.kafka.streams.processor.internals.HighAvailabilityStreamsPartitionAssignorTest::createMockTaskManager():void	org.apache.kafka.streams.processor.internals.TopologyMetadata	0.7033261037797327
Move Method	org.apache.kafka.streams.integration.IQv2StoreIntegrationTest::setUpKeyValuePAPITopology(KeyValueBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.780086456164954
Move Method	org.apache.kafka.streams.processor.internals.TaskManager::handleRevocation(Collection<TopicPartition>):void	org.apache.kafka.streams.processor.internals.TaskExecutor	1.0
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::connectStateStoreNameToSourceTopicsOrPattern(String, ProcessorNodeFactory<KIn,VIn,KOut,VOut>):void	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	0.39722222222222225
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::buildStandbyTaskMap(String, Iterable<TaskId>, Iterable<TaskId>, Set<TaskId>, Map<TaskId,Set<TopicPartition>>, ClientState):Map<TaskId,Set<TopicPartition>>	org.apache.kafka.streams.processor.internals.assignment.ClientState	0.79374709797245
Move Method	org.apache.kafka.streams.state.internals.StreamThreadStateStoreProviderTest::configureClients(MockClientSupplier, String):void	org.apache.kafka.test.MockClientSupplier	0.6389296187683284
Move Method	org.apache.kafka.streams.processor.internals.TaskManager::tryCloseCleanActiveTasks(Collection<Task>, boolean, AtomicReference<RuntimeException>):Collection<Task>	org.apache.kafka.streams.processor.internals.TaskExecutor	1.0
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::assignTasksToClients(Cluster, Set<String>, Map<Subtopology,TopicsInfo>, Map<UUID,ClientMetadata>, Map<TaskId,Set<TopicPartition>>, Map<UUID,Map<String,Optional<String>>>, Set<TaskId>):boolean	org.apache.kafka.streams.processor.internals.PartitionGrouper	1.0
Move Method	org.apache.kafka.streams.KafkaStreams::getOrThrowException(KafkaFuture<T>, long, Supplier<String>):T	org.apache.kafka.streams.processor.internals.GlobalStreamThread	0.12849702380952382
Move Method	org.apache.kafka.streams.state.internals.RocksDBTimeOrderedKeyValueBuffer::logValue(Bytes, BufferKey, BufferValue):void	org.apache.kafka.streams.state.internals.BufferKey	0.6857142857142857
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::prepareRepartitionTopics(Cluster):RepartitionTopics	org.apache.kafka.streams.processor.internals.TaskManager	0.6148993442443174
Move Method	org.apache.kafka.streams.processor.internals.StreamThreadTest::setUp():void	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder	0.49050379184307746
Move Method	org.apache.kafka.streams.kstream.internals.InternalStreamsBuilderTest::verifyVersionedSemantics(ForeignJoinSubscriptionSendNode<?,?>, boolean):void	org.apache.kafka.streams.kstream.internals.graph.ForeignJoinSubscriptionSendNode	1.0
Move Method	org.apache.kafka.streams.processor.internals.TaskManagerTest::getCheckpointFile(TaskId):File	org.apache.kafka.streams.processor.TaskId	0.9065584690849633
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::connectProcessorAndStateStore(String, String):void	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	1.0
Move Method	org.apache.kafka.streams.integration.PositionRestartIntegrationTest::setUpKeyValueDSLTopology(KeyValueBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.7562570843026082
Move Method	org.apache.kafka.streams.KafkaStreams::queryMetadataForKey(String, K, StreamPartitioner<? super K,?>):KeyQueryMetadata	org.apache.kafka.streams.processor.StreamPartitioner	1.0
Move Method	org.apache.kafka.streams.state.internals.SessionKeySchemaTest::getValues(HasNextCondition):List<Integer>	org.apache.kafka.streams.state.internals.DelegatingPeekingKeyValueIterator	1.0
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::describeGlobalStore(TopologyDescription, Set<String>, int):void	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	1.0
Move Method	org.apache.kafka.streams.processor.internals.assignment.RackAwareTaskAssignorTest::getRackAwareDisabledConfig():AssignmentConfigs	org.apache.kafka.streams.StreamsConfig	0.3869833869833871
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::checkAllPartitions(Set<String>, Map<TaskId,Set<TopicPartition>>, Set<TopicPartition>, Cluster):void	org.apache.kafka.streams.processor.internals.PartitionGrouper	1.0
Move Method	org.apache.kafka.streams.integration.KStreamAggregationIntegrationTest::receiveMessages(Deserializer<K>, Deserializer<V>, int, TestInfo):List<KeyValueTimestamp<K,V>>	org.apache.kafka.streams.kstream.Aggregator	0.8571428571428571
Move Method	org.apache.kafka.streams.processor.internals.GlobalStateManagerImplTest::initializeConsumer(long, long, TopicPartition[]):void	org.apache.kafka.test.MockStateRestoreListener	0.6666666666666666
Move Method	org.apache.kafka.streams.processor.internals.ProcessorTopologyTest::define(org.apache.kafka.streams.processor.Processor<K,V>):org.apache.kafka.streams.processor.ProcessorSupplier<K,V>	org.apache.kafka.streams.processor.Processor	0.5
Move Method	org.apache.kafka.streams.state.internals.TimeOrderedWindowStoreTest::verifyKeyValue(KeyValue<Long,byte[]>, long, String):void	org.apache.kafka.streams.KeyValue	0.6285714285714286
Move Method	org.apache.kafka.streams.processor.internals.RecordCollectorImpl::recordSendError(String, Exception, ProducerRecord<byte[],byte[]>):void	org.apache.kafka.streams.errors.ProductionExceptionHandler	1.0
Move Method	org.apache.kafka.streams.processor.internals.StandbyTaskTest::verifyCloseTaskMetric(double, StreamsMetricsImpl, MetricName):void	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.6197935797079631
Move Method	org.apache.kafka.streams.integration.StoreQueryIntegrationTest::getStreamsBuilderWithTopology(StreamsBuilder, Semaphore):void	org.apache.kafka.streams.StreamsBuilder	0.5161446835300805
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::populateTasksForMaps(Map<TopicPartition,TaskId>, Map<Subtopology,Set<TaskId>>, Set<String>, Map<TaskId,Set<TopicPartition>>, Cluster):void	org.apache.kafka.streams.processor.internals.PartitionGrouper	1.0
Move Method	org.apache.kafka.streams.integration.PositionRestartIntegrationTest::setUpSessionDSLTopology(SessionBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.6276356714098097
Move Method	org.apache.kafka.streams.integration.VersionedKeyValueStoreIntegrationTest::afterTest():void	org.apache.kafka.streams.KafkaStreams	0.5768017228032865
Move Method	org.apache.kafka.streams.integration.TimeWindowedKStreamIntegrationTest::shouldThrowUnlimitedWindows():void	org.apache.kafka.streams.StreamsBuilder	0.3690022668149805
Move Method	org.apache.kafka.streams.processor.internals.StreamTask::removeAllSensors():void	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.9469998315980181
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::build(Set<String>):ProcessorTopology	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	0.8242424242424243
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::createChangelogTopicConfig(StoreFactory, String):InternalTopicConfig	org.apache.kafka.streams.processor.internals.StoreFactory	0.24475524475524482
Move Method	org.apache.kafka.streams.kstream.internals.InternalStreamsBuilderTest::verifyVersionedSemantics(KTableKTableJoinNode<?,?,?,?>, boolean, boolean):void	org.apache.kafka.streams.kstream.internals.graph.KTableKTableJoinNode	0.5339038841342989
Move Method	org.apache.kafka.streams.state.internals.metrics.RocksDBMetricsRecorderGaugesTest::verifyMetrics(StreamsMetricsImpl, String, long):void	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.5750608975262669
Move Method	org.apache.kafka.streams.processor.internals.TaskManagerTest::expectUnlockFor(TaskId[]):void	org.apache.kafka.streams.processor.TaskId	0.8737292669876939
Move Method	org.apache.kafka.streams.state.internals.ChangeLoggingKeyValueBytesStoreTest::mockContext():InternalMockProcessorContext	org.apache.kafka.test.InternalMockProcessorContext	0.4376812641972826
Move Method	org.apache.kafka.streams.kstream.internals.InternalStreamsBuilderTest::verifyVersionedSemantics(TableRepartitionMapNode<?,?>, boolean):void	org.apache.kafka.streams.kstream.internals.graph.TableRepartitionMapNode	1.0
