took 86000 seconds
Refactoring Type	Source Method	Target Class	Similarity Indice
Move Method	org.apache.kafka.streams.processor.internals.TaskManager::convertActiveToStandby(StreamTask, Set<TopicPartition>):StandbyTask	org.apache.kafka.streams.processor.internals.StandbyTaskCreator	0.9176373626373625
Move Method	org.apache.kafka.streams.state.internals.InMemoryTimeOrderedKeyValueChangeBuffer::logValue(Bytes, BufferKey, BufferValue):void	org.apache.kafka.streams.state.internals.BufferKey	0.6857142857142857
Move Method	org.apache.kafka.streams.KafkaStreams::queryMetadataForKey(String, K, StreamPartitioner<? super K,?>):KeyQueryMetadata	org.apache.kafka.streams.processor.StreamPartitioner	1.0
Move Method	org.apache.kafka.streams.KafkaStreams::queryMetadataForKey(String, K, Serializer<K>):KeyQueryMetadata	org.apache.kafka.streams.processor.internals.StreamsMetadataState	0.6340193140193141
Move Method	org.apache.kafka.streams.state.internals.ThreadCache.MemoryLRUCacheBytesIterator::internalNext():void	org.apache.kafka.streams.state.internals.NamedCache	0.8204874878128046
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::connectStateStoreNameToSourceTopicsOrPattern(String, ProcessorNodeFactory<KIn,VIn,KOut,VOut>):void	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	0.39722222222222225
Move Method	org.apache.kafka.streams.integration.PositionRestartIntegrationTest::setUpSessionDSLTopology(SessionBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.6263952577688434
Move Method	org.apache.kafka.streams.integration.RestoreIntegrationTest::startKafkaStreams(StreamsBuilder, StateRestoreListener, Map<String,Object>):KafkaStreams	org.apache.kafka.streams.StreamsBuilder	0.45722921859285476
Move Method	org.apache.kafka.streams.integration.StoreQueryIntegrationTest::getStreamsBuilderWithTopology(StreamsBuilder, Semaphore):void	org.apache.kafka.streams.StreamsBuilder	0.5153774628269119
Move Method	org.apache.kafka.streams.processor.internals.StreamTaskTest::verifyCloseTaskMetric(double, StreamsMetricsImpl, MetricName):void	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.6197935797079631
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::createChangelogTopicConfig(StoreFactory, String):InternalTopicConfig	org.apache.kafka.streams.processor.internals.StoreFactory	0.24475524475524482
Move Method	org.apache.kafka.streams.processor.internals.namedtopology.KafkaStreamsNamedTopologyWrapper::resetOffsets(Set<TopicPartition>):void	org.apache.kafka.streams.StreamsConfig	0.5522677669552672
Move Method	org.apache.kafka.streams.integration.KTableKTableForeignKeyJoinDistributedTest::configureBuilder(StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.6486074179229393
Move Method	org.apache.kafka.streams.state.internals.FilteredCacheIterator.::cachedPair(KeyValue<Bytes,LRUCacheEntry>):KeyValue<Bytes,LRUCacheEntry>	org.apache.kafka.streams.KeyValue	0.6
Move Method	org.apache.kafka.streams.processor.internals.assignment.LegacyStickyTaskAssignor::optimizeActive():void	org.apache.kafka.streams.processor.assignment.AssignmentConfigs	0.5760869565217391
Move Method	org.apache.kafka.streams.processor.internals.KeyValueStoreMaterializerTest::setUp():void	org.apache.kafka.streams.StreamsConfig	0.4874221407163646
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::computeEndOffsetSumsByTask(Map<TopicPartition,ListOffsetsResultInfo>, Map<TopicPartition,Long>, ChangelogTopics):Map<TaskId,Long>	org.apache.kafka.streams.processor.internals.ChangelogTopics	1.0
Move Method	org.apache.kafka.streams.kstream.internals.InternalStreamsBuilderTest::verifyVersionedSemantics(TableRepartitionMapNode<?,?>, boolean):void	org.apache.kafka.streams.kstream.internals.graph.TableRepartitionMapNode	1.0
Move Method	org.apache.kafka.streams.processor.internals.StandbyTaskTest::verifyCloseTaskMetric(double, StreamsMetricsImpl, MetricName):void	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.6197935797079631
Move Method	org.apache.kafka.streams.state.internals.ChangeLoggingKeyValueBytesStoreTest::mockContext():InternalMockProcessorContext	org.apache.kafka.test.InternalMockProcessorContext	0.4376812641972826
Move Method	org.apache.kafka.streams.state.internals.SessionKeySchemaTest::getValues(HasNextCondition):List<Integer>	org.apache.kafka.streams.state.internals.DelegatingPeekingKeyValueIterator	1.0
Move Method	org.apache.kafka.streams.state.internals.TimeOrderedWindowStoreTest::verifyKeyValue(KeyValue<Long,byte[]>, long, String):void	org.apache.kafka.streams.KeyValue	0.6285714285714286
Move Method	org.apache.kafka.streams.state.internals.TimestampedSegmentTest::setUp():void	org.apache.kafka.streams.state.internals.metrics.RocksDBMetricsRecorder	0.39854426619132505
Move Method	org.apache.kafka.streams.kstream.internals.InternalStreamsBuilderTest::verifyVersionedSemantics(KTableKTableJoinNode<?,?,?,?>, boolean, boolean):void	org.apache.kafka.streams.kstream.internals.graph.KTableKTableJoinNode	0.5339038841342989
Move Method	org.apache.kafka.streams.processor.internals.ProcessorTopologyTest::define(org.apache.kafka.streams.processor.Processor<K,V>):org.apache.kafka.streams.processor.ProcessorSupplier<K,V>	org.apache.kafka.streams.processor.Processor	0.5
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::checkAllPartitions(Set<String>, Map<TaskId,Set<TopicPartition>>, Set<TopicPartition>, Cluster):void	org.apache.kafka.streams.processor.internals.PartitionGrouper	0.8089887640449438
Move Method	org.apache.kafka.streams.state.internals.metrics.RocksDBMetricsRecorderGaugesTest::verifyMetrics(StreamsMetricsImpl, String, long):void	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.4689753169205225
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::build(Set<String>):ProcessorTopology	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	0.8242424242424243
Move Method	org.apache.kafka.streams.TopologyTest::mockStoreBuilder():void	org.apache.kafka.streams.state.StoreBuilder	0.6157894736842106
Move Method	org.apache.kafka.streams.integration.TimeWindowedKStreamIntegrationTest::shouldThrowUnlimitedWindows():void	org.apache.kafka.streams.StreamsBuilder	0.5682634908950699
Move Method	org.apache.kafka.streams.processor.internals.TaskManager::tryToLockAllNonEmptyTaskDirectories():void	org.apache.kafka.streams.processor.internals.StateDirectory	1.0
Move Method	org.apache.kafka.streams.processor.internals.StreamThreadTest::standbyTask(TaskManager, TopicPartition):StandbyTask	org.apache.kafka.streams.processor.internals.TaskManager	0.9791110438169256
Move Method	org.apache.kafka.streams.integration.IQv2StoreIntegrationTest::setUpSessionDSLTopology(SessionBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.6263952577688434
Move Method	org.apache.kafka.streams.state.internals.StreamThreadStateStoreProviderTest::mockThread(boolean):void	org.apache.kafka.streams.processor.internals.StreamThread	0.6600215048109783
Move Method	org.apache.kafka.streams.processor.internals.RecordCollectorImpl::recordSendError(String, Exception, ProducerRecord<byte[],byte[]>):void	org.apache.kafka.streams.errors.ProductionExceptionHandler	1.0
Move Method	org.apache.kafka.streams.state.internals.WindowStoreFetchTest::getStoreConfig(StoreType, String, boolean, boolean):Materialized<String,Long,WindowStore<Bytes,byte[]>>	org.apache.kafka.streams.kstream.TimeWindowedKStream	0.32964926905324266
Move Method	org.apache.kafka.streams.processor.internals.StreamTask::removeAllSensors():void	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	1.0
Move Method	org.apache.kafka.streams.processor.internals.RackAwarenessStreamsPartitionAssignorTest::setupTopology(int, int):void	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder	0.496802892847517
Move Method	org.apache.kafka.streams.state.internals.QueryableStoreProvider::getStore(StoreQueryParameters<T>):T	org.apache.kafka.streams.StoreQueryParameters	0.6818181818181818
Move Method	org.apache.kafka.streams.kstream.internals.AbstractKStreamTimeWindowAggregateProcessor::shouldEmitFinal(long):boolean	org.apache.kafka.streams.kstream.EmitStrategy	1.0
Move Method	org.apache.kafka.streams.KafkaStreams::store(StoreQueryParameters<T>):T	org.apache.kafka.streams.state.internals.QueryableStoreProvider	1.0
Move Method	org.apache.kafka.streams.kstream.internals.KStreamWindowAggregateTest::setMaterializedCache(Materialized<K,V,S>):Materialized<K,V,S>	org.apache.kafka.streams.kstream.Materialized	0.4566511387163562
Move Method	org.apache.kafka.streams.processor.internals.assignment.RackAwareTaskAssignorTest::getRackAwareDisabledConfig():AssignmentConfigs	org.apache.kafka.streams.StreamsConfig	0.38772546897546906
Move Method	org.apache.kafka.streams.integration.MetricsIntegrationTest::shouldAddMetricsForWindowStoreAndSuppressionBuffer():void	org.apache.kafka.streams.StreamsBuilder	0.2600012609106899
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::describeGlobalStore(TopologyDescription, Set<String>, int):void	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	1.0
Move Method	org.apache.kafka.streams.integration.MetricsIntegrationTest::shouldAddMetricsOnAllLevels():void	org.apache.kafka.streams.StreamsBuilder	0.3863683748198854
Move Method	org.apache.kafka.streams.kstream.internals.TimeWindowedKStreamImplTest::setMaterializedCache(Materialized<K,V,S>):Materialized<K,V,S>	org.apache.kafka.streams.kstream.Materialized	0.4566511387163562
Move Method	org.apache.kafka.streams.state.internals.WindowStoreFetchTest::testStoreConfig():void	org.apache.kafka.streams.kstream.TimeWindowedKStream	0.26300170039300474
Move Method	org.apache.kafka.streams.kstream.internals.InternalStreamsBuilderTest::verifyVersionedSemantics(ForeignJoinSubscriptionSendNode<?,?>, boolean):void	org.apache.kafka.streams.kstream.internals.graph.ForeignJoinSubscriptionSendNode	1.0
Move Method	org.apache.kafka.streams.integration.IQv2StoreIntegrationTest::setUpSessionPAPITopology(SessionBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.780086456164954
Move Method	org.apache.kafka.streams.state.internals.StreamThreadStateStoreProviderTest::createStreamsTask(StreamsConfig, MockClientSupplier, ProcessorTopology, TaskId):StreamTask	org.apache.kafka.streams.processor.internals.StreamTask	0.46786172080503063
Move Method	org.apache.kafka.streams.integration.IQv2StoreIntegrationTest::setUpWindowDSLTopology(WindowBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.6263952577688434
Move Method	org.apache.kafka.streams.state.internals.TimeOrderedCachingPersistentWindowStoreTest::verifyKeyValue(KeyValue<Long,byte[]>, long, String):void	org.apache.kafka.streams.KeyValue	0.6285714285714286
Move Method	org.apache.kafka.streams.processor.internals.StreamTask::schedule(long, long, PunctuationType, Punctuator):Cancellable	org.apache.kafka.streams.processor.internals.PunctuationQueue	1.0
Move Method	org.apache.kafka.streams.kstream.internals.InternalStreamsBuilderTest::verifyVersionedSemantics(ForeignTableJoinNode<?,?>, boolean):void	org.apache.kafka.streams.kstream.internals.graph.ForeignTableJoinNode	1.0
Move Method	org.apache.kafka.streams.integration.PositionRestartIntegrationTest::setUpWindowDSLTopology(WindowBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.6263952577688434
Move Method	org.apache.kafka.streams.state.internals.RocksDBTimeOrderedKeyValueBuffer::logValue(Bytes, BufferKey, BufferValue):void	org.apache.kafka.streams.state.internals.BufferKey	0.6857142857142857
Move Method	org.apache.kafka.streams.processor.StateStore::query(Query<R>, PositionBound, QueryConfig):QueryResult<R>	org.apache.kafka.streams.query.PositionBound	0.45238095238095233
Move Method	org.apache.kafka.streams.processor.internals.StreamTaskTest::setupCloseTaskMetric():MetricName	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.7468718496115758
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::assignTasksToClients(Cluster, GroupSubscription, Set<String>, Map<Subtopology,TopicsInfo>, Map<ProcessId,ClientMetadata>, Map<TaskId,Set<TopicPartition>>, Map<ProcessId,Map<String,Optional<String>>>, Set<TaskId>):UserTaskAssignmentListener	org.apache.kafka.streams.processor.internals.PartitionGrouper	0.5673076923076923
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::decorateTopic(String):String	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	0.568421052631579
Move Method	org.apache.kafka.streams.processor.internals.StreamsPartitionAssignor::populatePartitionsByHostMaps(Map<HostInfo,Set<TopicPartition>>, Map<HostInfo,Set<TopicPartition>>, Map<TaskId,Set<TopicPartition>>, Map<ProcessId,ClientMetadata>):void	org.apache.kafka.streams.processor.assignment.ProcessId	0.4
Move Method	org.apache.kafka.streams.integration.MetricsIntegrationTest::shouldAddMetricsForSessionStore():void	org.apache.kafka.streams.StreamsBuilder	0.30906763860941966
Move Method	org.apache.kafka.streams.processor.internals.namedtopology.KafkaStreamsNamedTopologyWrapper::queryMetadataForKey(String, K, Serializer<K>, String):KeyQueryMetadata	org.apache.kafka.streams.processor.internals.StreamsMetadataState	0.6469870129870132
Move Method	org.apache.kafka.streams.kstream.internals.AbstractKStreamTimeWindowAggregateProcessor::logSkippedRecordForExpiredWindow(Logger, long, long, String):void	org.apache.kafka.streams.kstream.internals.TimestampedTupleForwarder	0.17824074074074073
Move Method	org.apache.kafka.streams.kstream.internals.KStreamWindowAggregateTest::processEmitUpdateJoin(TestInputTopic<String,String>, TestInputTopic<String,String>, MockApiProcessorSupplier<Windowed<String>,String,Void,Void>):void	org.apache.kafka.test.MockApiProcessorSupplier	0.5652210884353741
Move Method	org.apache.kafka.streams.kstream.internals.foreignkeyjoin.ForeignTableJoinProcessorSupplierTests::putInStore(String, String):void	org.apache.kafka.streams.kstream.internals.foreignkeyjoin.CombinedKeySchema	0.8123285476752086
Move Method	org.apache.kafka.streams.integration.IQv2StoreIntegrationTest::makeAssertions(Set<Integer>, StateQueryResult<R>, Consumer<QueryResult<R>>):void	org.apache.kafka.streams.query.StateQueryResult	1.0
Move Method	org.apache.kafka.streams.processor.internals.assignment.RackAwareGraphConstructorTest::randomAssignTasksToClient(List<TaskId>, SortedMap<ProcessId,ClientState>):void	org.apache.kafka.streams.processor.internals.assignment.RackAwareGraphConstructor	0.7534093449586409
Move Method	org.apache.kafka.streams.processor.internals.assignment.LegacyStickyTaskAssignorTest::assign(AssignmentConfigs, RackAwareTaskAssignor, TaskId[]):boolean	org.apache.kafka.streams.processor.internals.assignment.RackAwareTaskAssignor	0.4682621082621083
Move Method	org.apache.kafka.streams.processor.internals.InternalTopologyBuilder::describeSubtopology(TopologyDescription, Integer, Set<String>):void	org.apache.kafka.streams.processor.internals.namedtopology.NamedTopology	1.0
Move Method	org.apache.kafka.streams.integration.QueryableStateIntegrationTest::fetch(ReadOnlyWindowStore<String,Long>, String):Set<KeyValue<String,Long>>	org.apache.kafka.streams.state.ReadOnlyWindowStore	0.5776014109347442
Move Method	org.apache.kafka.streams.integration.IQv2StoreIntegrationTest::setUpKeyValueDSLTopology(KeyValueBytesStoreSupplier, StreamsBuilder):void	org.apache.kafka.streams.StreamsBuilder	0.7445159033944083
Move Method	org.apache.kafka.streams.processor.internals.StandbyTaskTest::setupCloseTaskMetric():MetricName	org.apache.kafka.streams.processor.internals.metrics.StreamsMetricsImpl	0.7468718496115758
Move Method	org.apache.kafka.streams.processor.internals.RackAwarenessStreamsPartitionAssignorTest::configProps():Map<String,Object>	org.apache.kafka.streams.StreamsConfig	0.9770681818181822
Move Method	org.apache.kafka.streams.state.internals.InMemorySessionStoreTest::shouldNotExpireFromOpenIterator():void	org.apache.kafka.streams.state.SessionStore	0.2051458976574228
Move Method	org.apache.kafka.streams.processor.internals.InternalProcessorContext::getStateStore(StoreBuilder<T>):T	org.apache.kafka.streams.state.StoreBuilder	0.6617647058823529
Move Method	org.apache.kafka.streams.state.internals.ChangeLoggingKeyValueBytesStoreTest::streamsConfigMock():StreamsConfig	org.apache.kafka.test.InternalMockProcessorContext	0.10006579571796963
Move Method	org.apache.kafka.streams.integration.MetricsReporterIntegrationTest::shouldBeAbleToProvideInitialMetricValueToMetricsReporter():void	org.apache.kafka.streams.StreamsBuilder	0.5501555226537135
