took 7000 seconds.
Refactoring Type	Source Method	Target Class	Similarity Indice
Move Method	org.apache.kafka.connect.runtime.Worker::connectorTaskConfigs(String, ConnectorConfig):List<Map<String,String>>	org.apache.kafka.connect.runtime.isolation.Plugins	0.5148664763638024
Move Method	org.apache.kafka.connect.util.clusters.EmbeddedConnect::stopWorker(WorkerHandle):void	org.apache.kafka.connect.util.clusters.WorkerHandle	0.7160173160173161
Move Method	org.apache.kafka.connect.integration.ExactlyOnceSourceIntegrationTest::assertProducersAreFencedOnReconfiguration(int, int, String, Map<String,String>):void	org.apache.kafka.connect.util.clusters.EmbeddedConnectCluster	0.7534937888198758
Move Method	org.apache.kafka.connect.storage.ConnectorOffsetBackingStore::setPrimaryThenSecondary(OffsetBackingStore, OffsetBackingStore, Map<ByteBuffer,ByteBuffer>, Map<ByteBuffer,ByteBuffer>, Callback<Void>):Future<Void>	org.apache.kafka.connect.storage.OffsetBackingStore	1.0
Move Method	org.apache.kafka.connect.runtime.distributed.DistributedHerder::writeTaskConfigs(String, List<Map<String,String>>):void	org.apache.kafka.connect.storage.ClusterConfigState	1.0
Move Method	org.apache.kafka.connect.storage.KafkaOffsetBackingStore::newTopicDescription(String, WorkerConfig):NewTopic	org.apache.kafka.connect.runtime.WorkerConfig	0.49731271432339746
Move Method	org.apache.kafka.connect.runtime.Worker::sourceConnectorOffsets(String, ConnectorOffsetBackingStore, CloseableOffsetStorageReader, Callback<ConnectorOffsets>):void	org.apache.kafka.connect.storage.ConnectorOffsetBackingStore	0.7499018838304553
Move Method	org.apache.kafka.connect.runtime.distributed.DistributedHerder::isSourceConnector(String):boolean	org.apache.kafka.connect.storage.ClusterConfigState	1.0
Move Method	org.apache.kafka.connect.runtime.distributed.DistributedHerder::doPutConnectorConfig(String, Map<String,String>, TargetState, boolean, Callback<Created<ConnectorInfo>>):void	org.apache.kafka.connect.util.Callback	0.6051221519872024
Move Method	org.apache.kafka.connect.runtime.WorkerSinkTask::convertAndTransformRecord(ProcessingContext<ConsumerRecord<byte[],byte[]>>, ConsumerRecord<byte[],byte[]>):SinkRecord	org.apache.kafka.connect.runtime.TransformationChain	1.0
Move Method	org.apache.kafka.connect.integration.ConnectWorkerIntegrationTest::assertTimeoutException(Runnable, String):void	org.apache.kafka.connect.util.clusters.EmbeddedConnectCluster	0.8472089970919007
Move Method	org.apache.kafka.connect.integration.BlockingConnectorTest::waitForConnectorStart(String):void	org.apache.kafka.connect.util.clusters.EmbeddedConnectCluster	0.5353495158509084
Move Method	org.apache.kafka.connect.runtime.Worker::isSinkConnector(String):boolean	org.apache.kafka.connect.runtime.isolation.Plugins	0.9478825029001907
Move Method	org.apache.kafka.connect.runtime.Worker::initConfigTransformer():WorkerConfigTransformer	org.apache.kafka.connect.runtime.WorkerConfigTransformer	1.0
Move Method	org.apache.kafka.connect.runtime.Worker::startSinkTask(ConnectorTaskId, ClusterConfigState, Map<String,String>, Map<String,String>, TaskStatus.Listener, TargetState):boolean	org.apache.kafka.connect.storage.ClusterConfigState	1.0
Move Method	org.apache.kafka.connect.runtime.AbstractHerder::validateConnectorConfig(Map<String,String>, Function<String,TemporaryStage>, boolean):ConfigInfos	org.apache.kafka.connect.runtime.Worker	0.547993637518097
Move Method	org.apache.kafka.connect.runtime.WorkerSinkTask::rewind():void	org.apache.kafka.connect.runtime.WorkerSinkTaskContext	1.0
Move Method	org.apache.kafka.connect.storage.KafkaStatusBackingStore::serialize(AbstractStatus<?>):byte[]	org.apache.kafka.connect.runtime.AbstractStatus	1.0
