took 28000 seconds.
Refactoring Type	Source Method	Target Class	Similarity Indice
Move Method	org.redisson.command.RedisExecutor::convertException(CompletableFuture<T>):RedisException	org.redisson.client.RedisException	0.6666666666666666
Move Method	org.redisson.remote.BaseRemoteProxy::tryPollAckAgainAsync(RemoteInvocationOptions, String, String):CompletionStage<RemoteServiceAck>	org.redisson.api.RemoteInvocationOptions	0.4592119275825346
Move Method	org.redisson.executor.TasksRunnerService::decode(TaskParameters):T	org.redisson.command.CommandAsyncExecutor	0.42035258942558407
Move Method	org.redisson.RedissonLocalCachedMap::readAll(RedisCommand<?>, List<Object>, R):RFuture<R>	org.redisson.command.CommandAsyncExecutor	0.581808822364774
Move Method	org.redisson.transaction.RedissonTransaction::checkTimeout():void	org.redisson.api.TransactionOptions	1.0
Move Method	org.redisson.liveobject.core.AccessorInterceptor::removeAsync(CommandBatchService, String, String, Codec, Object, String):void	org.redisson.command.CommandAsyncExecutor	0.5012576979790094
Move Method	org.redisson.RedissonMap::scanKeyIteratorAsync(String, RedisClient, String, String, int):RFuture<ScanResult<Object>>	org.redisson.command.CommandAsyncExecutor	1.0
Move Method	org.redisson.RedissonMap::scanIteratorAsync(String, RedisClient, String, String, int):RFuture<ScanResult<Map.Entry<Object,Object>>>	org.redisson.client.RedisClient	0.6176215960239629
Move Method	org.redisson.connection.MasterSlaveEntry::freeze(ClientConnectionsEntry, FreezeReason):ClientConnectionsEntry	org.redisson.connection.ClientConnectionsEntry	0.9451421771358283
Move Method	org.redisson.connection.ServiceManager::toURI(String, String, String):RedisURI	org.redisson.api.NatMapper	0.6493055555555555
Move Method	org.redisson.command.CommandBatchService.Entry::addCommand(BatchCommandData<?,?>):void	org.redisson.client.protocol.BatchCommandData	0.9429747207524986
Move Method	org.redisson.jcache.JCache::getAccessTimeout(long):Long	org.redisson.jcache.configuration.JCacheConfiguration	1.0
Move Method	org.redisson.client.protocol.decoder.MultiDecoder::getDecoder(Codec, int, State, long):Decoder<Object>	org.redisson.client.handler.State	0.35
Move Method	org.redisson.RedissonBloomFilter::readSettingAsync(RedisCommand<T>, Codec, String):RFuture<T>	org.redisson.command.CommandAsyncExecutor	1.0
Move Method	org.redisson.jcache.JCache::getUpdateTimeout(long):Long	org.redisson.jcache.configuration.JCacheConfiguration	1.0
Move Method	org.redisson.jcache.JCache::evalWrite(String, Codec, RedisCommand<T>, String, List<Object>, Object[]):R	org.redisson.command.CommandAsyncExecutor	1.0
Move Method	org.redisson.rx.RedissonKeysRx::createKeysIterator(MasterSlaveEntry, String, int):Publisher<String>	org.redisson.connection.MasterSlaveEntry	0.8141212274045462
Move Method	org.redisson.liveobject.core.LiveObjectInterceptor::intercept(Method, Object[], Object, Object, Setter, Getter, RMap<String,?>, Setter, Getter):Object	org.redisson.RedissonLiveObjectService	0.364594739312335
Move Method	org.redisson.client.handler.CommandDecoder::handleResult(CommandData<Object,Object>, List<Object>, Object, boolean):void	org.redisson.client.protocol.CommandData	1.0
Move Method	org.redisson.connection.SentinelConnectionManager::checkSentinelsChange(SentinelServersConfig, RedisConnection):CompletionStage<Void>	org.redisson.config.SentinelServersConfig	0.8523274133998185
Move Method	org.redisson.client.handler.CommandDecoder::selectDecoder(CommandData<Object,Object>, List<Object>, long, State):Decoder<Object>	org.redisson.client.protocol.CommandData	0.6122448979591837
Move Method	org.redisson.command.RedisQueuedBatchExecutor::getEntry():MasterSlaveEntry	org.redisson.connection.NodeSource	0.45833333333333326
