Refactoring Type	Source Method	Target Class
Move Method	jdk.graal.compiler.lir.amd64.AMD64Move::stack2reg(jdk.graal.compiler.lir.amd64.AMD64Kind, jdk.graal.compiler.lir.asm.CompilationResultBuilder, jdk.graal.compiler.asm.amd64.AMD64MacroAssembler, jdk.graal.compiler.lir.amd64.Register, jdk.graal.compiler.lir.amd64.Value):void 	 jdk.graal.compiler.debug.GraalError
Move Method	jdk.graal.compiler.lir.amd64.AMD64Move::const2reg(jdk.graal.compiler.lir.asm.CompilationResultBuilder, jdk.graal.compiler.asm.amd64.AMD64MacroAssembler, jdk.graal.compiler.lir.amd64.Register, jdk.graal.compiler.lir.amd64.JavaConstant, jdk.graal.compiler.lir.amd64.AMD64Kind):void 	 jdk.graal.compiler.lir.asm.CompilationResultBuilder
Move Method	jdk.graal.compiler.lir.amd64.AMD64Move::const2stack(jdk.graal.compiler.lir.asm.CompilationResultBuilder, jdk.graal.compiler.asm.amd64.AMD64MacroAssembler, jdk.graal.compiler.lir.amd64.Value, jdk.graal.compiler.lir.amd64.JavaConstant):void 	 jdk.graal.compiler.lir.asm.CompilationResultBuilder
Move Method	jdk.graal.compiler.lir.amd64.AMD64Move.PointerCompressionOp::hasBase(jdk.graal.compiler.core.common.CompressEncoding):boolean 	 jdk.graal.compiler.core.common.CompressEncoding
Move Method	jdk.graal.compiler.lir.amd64.AMD64Move.PointerCompressionOp::emitUncompressWithBaseRegister(jdk.graal.compiler.asm.amd64.AMD64MacroAssembler, jdk.graal.compiler.lir.amd64.Register, jdk.graal.compiler.lir.amd64.Register, jdk.graal.compiler.lir.amd64.Register, int, boolean):void 	 jdk.graal.compiler.debug.GraalError
Move Method	jdk.graal.compiler.lir.amd64.AMD64Move.UncompressPointerOp::emitUncompressCode(jdk.graal.compiler.asm.amd64.AMD64MacroAssembler, jdk.graal.compiler.lir.amd64.Register, int, jdk.graal.compiler.lir.amd64.Register, boolean):void 	 jdk.graal.compiler.asm.Assembler
Move Method	jdk.graal.compiler.nodes.BeginNode::begin(jdk.graal.compiler.nodes.FixedNode):jdk.graal.compiler.nodes.AbstractBeginNode 	 jdk.graal.compiler.debug.GraalError
Move Method	jdk.graal.compiler.nodes.ConstantNode::createPrimitive(jdk.graal.compiler.nodes.JavaConstant):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.core.common.type.StampFactory
Move Method	jdk.graal.compiler.nodes.ConstantNode::getConstantNodes(jdk.graal.compiler.nodes.StructuredGraph):jdk.graal.compiler.graph.iterators.NodeIterable<jdk.graal.compiler.nodes.ConstantNode> 	 jdk.graal.compiler.graph.iterators.NodeIterable
Move Method	jdk.graal.compiler.nodes.ConstantNode::forConstant(jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.nodes.Constant, jdk.graal.compiler.nodes.MetaAccessProvider, jdk.graal.compiler.nodes.StructuredGraph):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.core.common.type.Stamp
Move Method	jdk.graal.compiler.nodes.ConstantNode::forConstant(jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.nodes.Constant, int, boolean, jdk.graal.compiler.nodes.MetaAccessProvider):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.core.common.type.Stamp
Move Method	jdk.graal.compiler.nodes.ConstantNode::forConstant(jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.nodes.Constant, jdk.graal.compiler.nodes.MetaAccessProvider):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.core.common.type.Stamp
Move Method	jdk.graal.compiler.nodes.ConstantNode::forPrimitive(jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.nodes.JavaConstant, jdk.graal.compiler.nodes.StructuredGraph):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.debug.Assertions
Move Method	jdk.graal.compiler.nodes.ConstantNode::forPrimitive(jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.nodes.Constant):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.debug.Assertions
Move Method	jdk.graal.compiler.nodes.ConstantNode::unique(jdk.graal.compiler.nodes.StructuredGraph, jdk.graal.compiler.nodes.ConstantNode):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.graph.Graph
Move Method	jdk.graal.compiler.nodes.ConstantNode::forIntegerBits(int, jdk.graal.compiler.nodes.JavaConstant):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.core.common.type.IntegerStamp
Move Method	jdk.graal.compiler.nodes.ConstantNode::forIntegerKind(jdk.graal.compiler.nodes.JavaKind, long):jdk.graal.compiler.nodes.ConstantNode 	 jdk.graal.compiler.debug.GraalError
Move Method	jdk.graal.compiler.nodes.DynamicPiNode::findSynonym(jdk.graal.compiler.nodes.Assumptions, jdk.graal.compiler.nodes.ConstantReflectionProvider, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.extended.GuardingNode, jdk.graal.compiler.nodes.ValueNode, boolean, boolean):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.core.common.type.StampFactory
Move Method	jdk.graal.compiler.nodes.GraphDecoder::createInitialLoopScope(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.nodes.FixedWithNextNode):jdk.graal.compiler.nodes.GraphDecoder.LoopScope 	 jdk.graal.compiler.nodes.FixedWithNextNode
Move Method	jdk.graal.compiler.nodes.GraphDecoder::decode(jdk.graal.compiler.nodes.GraphDecoder.LoopScope):void 	 jdk.graal.compiler.nodes.GraphDecoder.MethodScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::propagateCreatedNodes(jdk.graal.compiler.nodes.GraphDecoder.LoopScope):void 	 jdk.graal.compiler.nodes.GraphDecoder.LoopScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::handleInvoke(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.nodes.GraphDecoder.LoopScope, jdk.graal.compiler.nodes.GraphDecoder.InvokeData):jdk.graal.compiler.nodes.GraphDecoder.LoopScope 	 jdk.graal.compiler.nodes.GraphDecoder.InvokeData
Move Method	jdk.graal.compiler.nodes.GraphDecoder::handleProxyNodes(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.nodes.GraphDecoder.LoopScope, jdk.graal.compiler.nodes.LoopExitNode):void 	 jdk.graal.compiler.nodes.GraphDecoder.LoopScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::handlePhiFunctions(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.nodes.GraphDecoder.LoopScope, jdk.graal.compiler.nodes.GraphDecoder.LoopScope, jdk.graal.compiler.nodes.AbstractEndNode, jdk.graal.compiler.nodes.AbstractMergeNode):void 	 jdk.graal.compiler.nodes.AbstractMergeNode
Move Method	jdk.graal.compiler.nodes.GraphDecoder::readProperties(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.graph.Node):void 	 jdk.graal.compiler.nodes.GraphDecoder.MethodScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::makeFixedNodeInputs(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.nodes.GraphDecoder.LoopScope, jdk.graal.compiler.graph.Node):void 	 jdk.graal.compiler.graph.Edges
Move Method	jdk.graal.compiler.nodes.GraphDecoder::makeFloatingNodeInputs(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.nodes.GraphDecoder.LoopScope, jdk.graal.compiler.graph.Node):void 	 jdk.graal.compiler.graph.Edges
Move Method	jdk.graal.compiler.nodes.GraphDecoder::getNodeClass(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.nodes.GraphDecoder.LoopScope, int):jdk.graal.compiler.graph.NodeClass<?> 	 jdk.graal.compiler.nodes.GraphDecoder.MethodScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::makeStubNode(jdk.graal.compiler.nodes.GraphDecoder.MethodScope, jdk.graal.compiler.nodes.GraphDecoder.LoopScope, int):jdk.graal.compiler.nodes.FixedNode 	 jdk.graal.compiler.nodes.GraphDecoder.MethodScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::skipDirectEdge(jdk.graal.compiler.graph.Node, jdk.graal.compiler.graph.Edges, int):boolean 	 jdk.graal.compiler.graph.Edges
Move Method	jdk.graal.compiler.nodes.GraphDecoder::lookupNode(jdk.graal.compiler.nodes.GraphDecoder.LoopScope, int):jdk.graal.compiler.graph.Node 	 jdk.graal.compiler.nodes.GraphDecoder.LoopScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::registerNode(jdk.graal.compiler.nodes.GraphDecoder.LoopScope, int, jdk.graal.compiler.graph.Node, boolean, boolean):void 	 jdk.graal.compiler.nodes.GraphDecoder.LoopScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::readOrderId(jdk.graal.compiler.nodes.GraphDecoder.MethodScope):int 	 jdk.graal.compiler.nodes.GraphDecoder.MethodScope
Move Method	jdk.graal.compiler.nodes.GraphDecoder::readObject(jdk.graal.compiler.nodes.GraphDecoder.MethodScope):java.lang.Object 	 jdk.graal.compiler.nodes.GraphDecoder.MethodScope
Move Method	jdk.graal.compiler.nodes.LoopDetector::asInt(jdk.graal.compiler.nodes.ValueNode):int 	 jdk.graal.compiler.nodes.ValueNode
Move Method	jdk.graal.compiler.nodes.LoopDetector::bailout(java.lang.String):java.lang.RuntimeException 	 jdk.graal.compiler.nodes.graphbuilderconf.LoopExplosionPlugin.LoopExplosionKind
Move Method	jdk.graal.compiler.nodes.LoopDetector::createSwitch(jdk.graal.compiler.nodes.ValuePhiNode, java.util.SortedMap<java.lang.Integer,jdk.graal.compiler.nodes.AbstractBeginNode>, jdk.graal.compiler.nodes.AbstractBeginNode):jdk.graal.compiler.nodes.extended.IntegerSwitchNode 	 jdk.graal.compiler.nodes.ProfileData.SwitchProbabilityData
Move Method	jdk.graal.compiler.nodes.GuardNode::willDeoptUnconditionally(jdk.graal.compiler.nodes.LogicNode, boolean):boolean 	 jdk.graal.compiler.nodes.LogicConstantNode
Move Method	jdk.graal.compiler.nodes.IfNode::getTrueSuccessorProbability():double 	 jdk.graal.compiler.nodes.ProfileData.BranchProbabilityData
Move Method	jdk.graal.compiler.nodes.IfNode::isWorthPerformingSplit(jdk.graal.compiler.nodes.LogicNode, jdk.graal.compiler.nodes.LogicNode):boolean 	 jdk.graal.compiler.nodes.LogicNegationNode
Move Method	jdk.graal.compiler.nodes.IfNode::replaceNodesInBranch(jdk.graal.compiler.nodes.EconomicMap<jdk.graal.compiler.graph.Node,jdk.graal.compiler.nodes.IfNode.NodeColor>, jdk.graal.compiler.nodes.IfNode.NodeColor, jdk.graal.compiler.nodes.ValuePhiNode, jdk.graal.compiler.nodes.ValueNode):void 	 jdk.graal.compiler.nodes.PhiNode
Move Method	jdk.graal.compiler.nodes.IfNode::conditionUses(jdk.graal.compiler.nodes.LogicNode, jdk.graal.compiler.nodes.PhiNode, jdk.graal.compiler.nodes.EconomicMap<jdk.graal.compiler.graph.Node,jdk.graal.compiler.nodes.IfNode.NodeColor>):boolean 	 jdk.graal.compiler.nodes.GraphState.GuardsStage
Move Method	jdk.graal.compiler.nodes.IfNode::computeCondition(jdk.graal.compiler.nodes.spi.SimplifierTool, jdk.graal.compiler.nodes.LogicNode, jdk.graal.compiler.nodes.PhiNode, jdk.graal.compiler.graph.Node):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.StructuredGraph
Move Method	jdk.graal.compiler.nodes.IfNode::cleanupMerge(jdk.graal.compiler.nodes.MergeNode):void 	 jdk.graal.compiler.nodes.util.GraphUtil
Move Method	jdk.graal.compiler.nodes.IfNode::insertMerge(jdk.graal.compiler.nodes.AbstractBeginNode, jdk.graal.compiler.nodes.ValuePhiNode, jdk.graal.compiler.nodes.FrameState, jdk.graal.compiler.nodes.spi.SimplifierTool):jdk.graal.compiler.nodes.MergeNode 	 jdk.graal.compiler.nodes.FrameState
Move Method	jdk.graal.compiler.nodes.IfNode::canMergeRangeChecks(jdk.graal.compiler.nodes.LogicNode, jdk.graal.compiler.nodes.LogicNode, boolean):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.core.common.type.IntegerStamp
Move Method	jdk.graal.compiler.nodes.IfNode::mergeShortCircuitOrRangeCheck(jdk.graal.compiler.nodes.IfNode):boolean 	 jdk.graal.compiler.debug.DebugContext
Move Method	jdk.graal.compiler.nodes.IfNode::isUnboxedFrom(jdk.graal.compiler.nodes.MetaAccessProvider, jdk.graal.compiler.nodes.NodeView, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):boolean 	 jdk.graal.compiler.nodes.PiNode
Move Method	jdk.graal.compiler.nodes.IfNode::sameDestination(jdk.graal.compiler.nodes.AbstractBeginNode, jdk.graal.compiler.nodes.AbstractBeginNode):boolean 	 jdk.graal.compiler.nodes.PhiNode
Move Method	jdk.graal.compiler.nodes.IfNode::prepareForSwap(jdk.graal.compiler.nodes.spi.SimplifierTool, jdk.graal.compiler.nodes.LogicNode, jdk.graal.compiler.nodes.LogicNode):boolean 	 jdk.graal.compiler.debug.DebugContext
Move Method	jdk.graal.compiler.nodes.IfNode::valuesDistinct(jdk.graal.compiler.nodes.spi.SimplifierTool, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):boolean 	 jdk.graal.compiler.core.common.type.Stamp
Move Method	jdk.graal.compiler.nodes.IfNode::expectedConstantForNormalize(jdk.graal.compiler.core.common.calc.Condition):long 	 jdk.graal.compiler.core.common.calc.Condition
Move Method	jdk.graal.compiler.nodes.IfNode::propagateInjectedProfile(jdk.graal.compiler.nodes.ProfileData.BranchProbabilityData, jdk.graal.compiler.nodes.EndNode, jdk.graal.compiler.nodes.EndNode):void 	 jdk.graal.compiler.nodes.util.GraphUtil
Move Method	jdk.graal.compiler.nodes.IfNode::constantValues(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.AbstractMergeNode, boolean):jdk.graal.compiler.nodes.Constant[] 	 jdk.graal.compiler.nodes.AbstractMergeNode
Move Method	jdk.graal.compiler.nodes.IfNode::successorWillBeEliminated(jdk.graal.compiler.nodes.AbstractBeginNode):boolean 	 jdk.graal.compiler.nodes.LogicConstantNode
Move Method	jdk.graal.compiler.nodes.InvokeNode::estimatedNodeCycles(jdk.graal.compiler.nodes.CallTargetNode):jdk.graal.compiler.nodeinfo.NodeCycles 	 jdk.graal.compiler.nodes.CallTargetNode
Move Method	jdk.graal.compiler.nodes.InvokeNode::estimatedNodeSize(jdk.graal.compiler.nodes.CallTargetNode):jdk.graal.compiler.nodeinfo.NodeSize 	 jdk.graal.compiler.nodes.CallTargetNode
Move Method	jdk.graal.compiler.nodes.LogicConstantNode::forBoolean(boolean, jdk.graal.compiler.graph.Graph):jdk.graal.compiler.nodes.LogicConstantNode 	 jdk.graal.compiler.graph.Graph
Move Method	jdk.graal.compiler.nodes.LogicNegationNode::findSynonym(jdk.graal.compiler.nodes.LogicNode):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.nodes.LogicConstantNode
Move Method	jdk.graal.compiler.nodes.LogicNode::and(jdk.graal.compiler.nodes.LogicNode, boolean, jdk.graal.compiler.nodes.LogicNode, boolean, jdk.graal.compiler.nodes.ProfileData.BranchProbabilityData):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.graph.Graph
Move Method	jdk.graal.compiler.nodes.LogicNode::or(jdk.graal.compiler.nodes.LogicNode, boolean, jdk.graal.compiler.nodes.LogicNode, boolean, jdk.graal.compiler.nodes.ProfileData.BranchProbabilityData):jdk.graal.compiler.nodes.LogicNode 	 jdk.graal.compiler.graph.Graph
Move Method	jdk.graal.compiler.nodes.LoopBeginNode::getSelfIncrements(jdk.graal.compiler.nodes.PhiNode):int[] 	 jdk.graal.compiler.nodes.PhiNode
Move Method	jdk.graal.compiler.nodes.PiNode::create(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.core.common.type.AbstractPointerStamp
Move Method	jdk.graal.compiler.nodes.PiNode::intrinsify(jdk.graal.compiler.nodes.graphbuilderconf.GraphBuilderContext, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.PiNode.IntrinsifyOp):boolean 	 jdk.graal.compiler.core.common.type.StampFactory
Move Method	jdk.graal.compiler.nodes.PiNode::intrinsify(jdk.graal.compiler.nodes.graphbuilderconf.GraphBuilderContext, jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.nodes.ResolvedJavaType, boolean, boolean, jdk.graal.compiler.nodes.ValueNode):boolean 	 jdk.graal.compiler.core.common.type.TypeReference
Move Method	jdk.graal.compiler.nodes.PiNode::canonical(jdk.graal.compiler.nodes.ValueNode, jdk.graal.compiler.core.common.type.Stamp, jdk.graal.compiler.nodes.extended.GuardingNode, jdk.graal.compiler.nodes.ValueNode):jdk.graal.compiler.nodes.ValueNode 	 jdk.graal.compiler.nodes.ValueNodeInterface
Move Method	jdk.graal.compiler.nodes.PiNode::piCastPositive(int, jdk.graal.compiler.nodes.extended.GuardingNode):int 	 jdk.graal.compiler.nodes.PiNode.IntrinsifyOp
Move Method	jdk.graal.compiler.nodes.PiNode::piCastNonNull(java.lang.Object, jdk.graal.compiler.nodes.extended.GuardingNode):java.lang.Object 	 jdk.graal.compiler.nodes.PiNode.IntrinsifyOp
