Refactoring Type	Source Method	Target Class
Move Method	org.elasticsearch.cluster.metadata.DesiredNode::roundedDownMinProcessors():int 	 org.elasticsearch.common.unit.Processors
Move Method	org.elasticsearch.cluster.metadata.DesiredNode::roundedUpMaxProcessors():java.lang.Integer 	 org.elasticsearch.common.unit.Processors
Move Method	org.elasticsearch.cluster.metadata.DataStreamLifecycle::isDataStreamsLifecycleOnlyMode(org.elasticsearch.common.settings.Settings):boolean 	 org.elasticsearch.common.settings.Settings
Move Method	org.elasticsearch.cluster.node.DiscoveryNode::isStateless(org.elasticsearch.common.settings.Settings):boolean 	 org.elasticsearch.common.settings.Settings
Move Method	org.elasticsearch.cluster.node.DiscoveryNode::hasRole(org.elasticsearch.common.settings.Settings, org.elasticsearch.cluster.node.DiscoveryNodeRole):boolean 	 org.elasticsearch.common.settings.Settings
Move Method	org.elasticsearch.cluster.node.DiscoveryNode::createLocal(org.elasticsearch.common.settings.Settings, org.elasticsearch.common.transport.TransportAddress, java.lang.String):org.elasticsearch.cluster.node.DiscoveryNode 	 org.elasticsearch.common.settings.Setting
Move Method	org.elasticsearch.cluster.node.DiscoveryNode::getRolesFromSettings(org.elasticsearch.common.settings.Settings):java.util.Set<org.elasticsearch.cluster.node.DiscoveryNodeRole> 	 org.elasticsearch.common.settings.Setting
Move Method	org.elasticsearch.cluster.node.DiscoveryNode::inferVersionInformation(org.elasticsearch.Version):org.elasticsearch.cluster.node.VersionInformation 	 org.elasticsearch.index.IndexVersions
Move Method	org.elasticsearch.cluster.node.DiscoveryNode::deduplicateNodeIdentifier(java.lang.String):java.lang.String 	 org.elasticsearch.common.util.StringLiteralDeduplicator
Move Method	org.elasticsearch.cluster.routing.RoutingNode::addInternal(org.elasticsearch.cluster.routing.ShardRouting, boolean):void 	 org.elasticsearch.cluster.routing.ShardRouting
Move Method	org.elasticsearch.cluster.routing.RoutingNode::update(org.elasticsearch.cluster.routing.ShardRouting, org.elasticsearch.cluster.routing.ShardRouting):void 	 org.elasticsearch.cluster.routing.ShardRouting
Move Method	org.elasticsearch.cluster.routing.RoutingNode::remove(org.elasticsearch.cluster.routing.ShardRouting):void 	 org.elasticsearch.cluster.routing.ShardRouting
Move Method	org.elasticsearch.health.node.selection.HealthNode::findTask(org.elasticsearch.cluster.ClusterState):org.elasticsearch.persistent.PersistentTasksCustomMetadata.PersistentTask<?> 	 org.elasticsearch.cluster.ClusterState
Move Method	org.elasticsearch.health.node.selection.HealthNode::findHealthNode(org.elasticsearch.cluster.ClusterState):org.elasticsearch.cluster.node.DiscoveryNode 	 org.elasticsearch.persistent.PersistentTasksCustomMetadata.Assignment
Move Method	org.elasticsearch.index.mapper.vectors.DenseVectorFieldMapper.Builder::similarity(org.elasticsearch.index.mapper.vectors.DenseVectorFieldMapper.VectorSimilarity):org.elasticsearch.index.mapper.vectors.DenseVectorFieldMapper.Builder 	 org.elasticsearch.index.mapper.FieldMapper.Parameter
Move Method	org.elasticsearch.index.mapper.vectors.DenseVectorFieldMapper::parseIndexOptions(java.lang.String, java.lang.Object):org.elasticsearch.index.mapper.vectors.DenseVectorFieldMapper.IndexOptions 	 org.elasticsearch.common.xcontent.support.XContentMapValues
Move Method	org.elasticsearch.node.Node::deleteTemporaryApmConfig(org.elasticsearch.monitor.jvm.JvmInfo, java.util.function.BiConsumer<java.lang.Exception,java.nio.file.Path>):void 	 org.elasticsearch.monitor.jvm.JvmInfo
Move Method	org.elasticsearch.node.Node::settings():org.elasticsearch.common.settings.Settings 	 org.elasticsearch.env.Environment
Move Method	org.elasticsearch.node.Node::configureNodeAndClusterIdStateListener(org.elasticsearch.cluster.service.ClusterService):void 	 org.elasticsearch.common.inject.Injector
Move Method	org.elasticsearch.node.Node::stopIfStarted(org.elasticsearch.common.component.LifecycleComponent):void 	 org.elasticsearch.common.component.Lifecycle.State
Move Method	org.elasticsearch.node.Node::isClosed():boolean 	 org.elasticsearch.common.component.Lifecycle
Move Method	org.elasticsearch.node.Node::writePortsFile(java.lang.String, org.elasticsearch.common.transport.BoundTransportAddress):void 	 org.elasticsearch.env.Environment
Move Method	org.elasticsearch.node.Node::mergePluginSettings(java.util.Map<java.lang.String,org.elasticsearch.plugins.Plugin>, org.elasticsearch.common.settings.Settings):org.elasticsearch.common.settings.Settings 	 org.elasticsearch.common.settings.Settings
Move Method	org.elasticsearch.search.internal.ShardSearchRequest::computeWaitForCheckpoint(java.util.Map<java.lang.String,long[]>, org.elasticsearch.index.shard.ShardId, int):long 	 org.elasticsearch.index.Index
Move Method	org.elasticsearch.search.internal.ShardSearchRequest::source(org.elasticsearch.search.builder.SearchSourceBuilder):void 	 org.elasticsearch.search.builder.SearchSourceBuilder
Move Method	org.elasticsearch.search.internal.ShardSearchRequest::cacheKey(org.elasticsearch.common.CheckedBiConsumer<org.elasticsearch.search.internal.ShardSearchRequest,org.elasticsearch.common.io.stream.StreamOutput,java.io.IOException>):org.elasticsearch.common.bytes.BytesReference 	 org.elasticsearch.common.io.stream.BytesStreamOutput
Move Method	org.elasticsearch.search.internal.ShardSearchRequest::parseAliasFilter(org.elasticsearch.search.internal.CheckedFunction<org.elasticsearch.common.bytes.BytesReference,org.elasticsearch.index.query.QueryBuilder,java.io.IOException>, org.elasticsearch.cluster.metadata.IndexMetadata, java.lang.String[]):org.elasticsearch.index.query.QueryBuilder 	 org.elasticsearch.cluster.metadata.IndexMetadata
Move Method	org.elasticsearch.search.internal.ShardSearchRequest::getRuntimeMappings():java.util.Map<java.lang.String,java.lang.Object> 	 org.elasticsearch.search.builder.SearchSourceBuilder
Move Method	org.elasticsearch.search.query.QuerySearchRequest::getDescription():java.lang.String 	 org.elasticsearch.action.OriginalIndices
Move Method	org.elasticsearch.snapshots.SnapshotShardsService::cancelRemoved(org.elasticsearch.cluster.SnapshotsInProgress):void 	 org.elasticsearch.cluster.SnapshotsInProgress
Move Method	org.elasticsearch.snapshots.SnapshotShardsService::getShardStateId(org.elasticsearch.index.shard.IndexShard, org.elasticsearch.snapshots.IndexCommit):java.lang.String 	 org.elasticsearch.index.seqno.SequenceNumbers
Move Method	org.elasticsearch.xpack.core.ml.inference.trainedmodel.tree.TreeNode::addOptionalDouble(org.elasticsearch.xpack.core.ml.inference.trainedmodel.tree.XContentBuilder, org.elasticsearch.xpack.core.ml.inference.trainedmodel.tree.ParseField, double):void 	 org.elasticsearch.common.Numbers
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig::createParser(boolean):org.elasticsearch.xpack.core.ml.inference.ObjectParser<org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.Builder,java.lang.Void> 	 org.elasticsearch.xpack.core.ml.inference.persistence.InferenceIndexConstants
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig::handleDefaultInput(org.elasticsearch.xpack.core.ml.inference.TrainedModelInput, org.elasticsearch.xpack.core.ml.inference.TrainedModelType):org.elasticsearch.xpack.core.ml.inference.TrainedModelInput 	 org.elasticsearch.xpack.core.ml.inference.TrainedModelType
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig::ensureParsedDefinition(org.elasticsearch.xpack.core.ml.inference.NamedXContentRegistry):org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig 	 org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.LazyModelDefinition
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig::ensureParsedDefinitionUnsafe(org.elasticsearch.xpack.core.ml.inference.NamedXContentRegistry):org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig 	 org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.LazyModelDefinition
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.Builder::setParsedDefinition(org.elasticsearch.xpack.core.ml.inference.TrainedModelDefinition.Builder):org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.Builder 	 org.elasticsearch.xpack.core.ml.inference.TrainedModelDefinition.Builder
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.Builder::checkIllegalSetting(java.lang.Object, java.lang.String, org.elasticsearch.action.ActionRequestValidationException):org.elasticsearch.action.ActionRequestValidationException 	 org.elasticsearch.action.ValidateActions
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.Builder::checkIllegalPackagedModelSetting(java.lang.Object, java.lang.String, org.elasticsearch.action.ActionRequestValidationException):org.elasticsearch.action.ActionRequestValidationException 	 org.elasticsearch.action.ValidateActions
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.LazyModelDefinition::fromStreamInput(org.elasticsearch.common.io.stream.StreamInput):org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.LazyModelDefinition 	 org.elasticsearch.common.io.stream.StreamInput
Move Method	org.elasticsearch.xpack.core.ml.inference.TrainedModelConfig.LazyModelDefinition::getBase64CompressedDefinition():java.lang.String 	 org.elasticsearch.common.bytes.BytesReference
Move Method	org.elasticsearch.xpack.core.search.action.SubmitAsyncSearchRequest::setBatchedReduceSize(int):org.elasticsearch.xpack.core.search.action.SubmitAsyncSearchRequest 	 org.elasticsearch.action.search.SearchRequest
Move Method	org.elasticsearch.xpack.core.search.action.SubmitAsyncSearchRequest::getBatchReduceSize():int 	 org.elasticsearch.action.search.SearchRequest
Move Method	org.elasticsearch.xpack.eql.action.EqlSearchRequest::validateRuntimeMappings(java.util.Map<java.lang.String,java.lang.Object>, org.elasticsearch.action.ActionRequestValidationException):org.elasticsearch.action.ActionRequestValidationException 	 org.elasticsearch.action.ValidateActions
Move Method	org.elasticsearch.xpack.eql.action.EqlSearchRequest::parseFetchFields(org.elasticsearch.xpack.eql.action.XContentParser):java.util.List<org.elasticsearch.search.fetch.subphase.FieldAndFormat> 	 org.elasticsearch.search.fetch.subphase.FieldAndFormat
Move Method	org.elasticsearch.compute.data.BytesRefVectorBlock::getBytesRefLookup(org.elasticsearch.compute.data.IntBlock, org.elasticsearch.common.unit.ByteSizeValue):org.elasticsearch.compute.data.BytesRefLookup 	 org.elasticsearch.compute.data.BytesRefVector
Move Method	org.elasticsearch.xpack.esql.planner.LocalExecutionPlanner::planAggregation(org.elasticsearch.xpack.esql.plan.physical.AggregateExec, org.elasticsearch.xpack.esql.planner.LocalExecutionPlannerContext):org.elasticsearch.xpack.esql.planner.PhysicalOperation 	 org.elasticsearch.xpack.esql.planner.PhysicalOperationProviders
Move Method	org.elasticsearch.xpack.esql.planner.LocalExecutionPlanner::planEsQueryNode(org.elasticsearch.xpack.esql.plan.physical.EsQueryExec, org.elasticsearch.xpack.esql.planner.LocalExecutionPlannerContext):org.elasticsearch.xpack.esql.planner.PhysicalOperation 	 org.elasticsearch.xpack.esql.planner.PhysicalOperationProviders
Move Method	org.elasticsearch.xpack.esql.planner.LocalExecutionPlanner::planFieldExtractNode(org.elasticsearch.xpack.esql.plan.physical.FieldExtractExec, org.elasticsearch.xpack.esql.planner.LocalExecutionPlannerContext):org.elasticsearch.xpack.esql.planner.PhysicalOperation 	 org.elasticsearch.xpack.esql.planner.PhysicalOperationProviders
Move Method	org.elasticsearch.xpack.esql.session.EsqlSession::preAnalyzeIndices(org.elasticsearch.xpack.ql.plan.logical.LogicalPlan, org.elasticsearch.action.ActionListener<org.elasticsearch.xpack.ql.index.IndexResolution>, java.util.Set<java.lang.String>):void 	 org.elasticsearch.xpack.ql.analyzer.TableInfo
Move Method	org.elasticsearch.xpack.esql.session.EsqlSession::fieldNames(org.elasticsearch.xpack.ql.plan.logical.LogicalPlan, java.util.Set<java.lang.String>):java.util.Set<java.lang.String> 	 org.elasticsearch.xpack.ql.plan.QueryPlan
Move Method	org.elasticsearch.xpack.esql.session.EsqlSession::matchByName(org.elasticsearch.xpack.ql.expression.Attribute, java.lang.String, boolean):boolean 	 org.elasticsearch.common.regex.Regex
Move Method	org.elasticsearch.xpack.esql.session.EsqlSession::specificValidity(java.lang.String, java.util.Map<java.lang.String,org.elasticsearch.action.fieldcaps.FieldCapabilities>):org.elasticsearch.xpack.ql.type.InvalidMappedField 	 org.elasticsearch.action.fieldcaps.FieldCapabilities
Move Method	org.elasticsearch.xpack.ilm.IndexLifecycle::xContentEntries():java.util.List<NamedXContentRegistry.Entry> 	 org.elasticsearch.xpack.core.ilm.ReadOnlyAction
Move Method	org.elasticsearch.xpack.ql.tree.Node::sourceLocation():org.elasticsearch.xpack.ql.tree.Location 	 org.elasticsearch.xpack.ql.tree.Source
Move Method	org.elasticsearch.xpack.ql.tree.Node::sourceText():java.lang.String 	 org.elasticsearch.xpack.ql.tree.Source
Move Method	org.elasticsearch.xpack.security.cli.AutoConfigureNode::initialMasterNodesSettingValue(org.elasticsearch.env.Environment):java.lang.String 	 org.elasticsearch.env.Environment
Move Method	org.elasticsearch.xpack.security.cli.AutoConfigureNode::getSubjectAltNames(org.elasticsearch.common.settings.Settings):org.elasticsearch.xpack.security.cli.GeneralNames 	 org.elasticsearch.common.network.NetworkUtils
Move Method	org.elasticsearch.xpack.security.cli.AutoConfigureNode::isInitialClusterNode(org.elasticsearch.common.settings.Settings):boolean 	 org.elasticsearch.discovery.DiscoveryModule
Move Method	org.elasticsearch.xpack.security.cli.AutoConfigureNode::fullyWriteFile(java.nio.file.Path, java.lang.String, boolean, java.lang.String, org.elasticsearch.xpack.security.cli.CheckedConsumer<java.io.OutputStream,java.lang.Exception>):void 	 org.elasticsearch.common.UUIDs
Move Method	org.elasticsearch.xpack.security.cli.AutoConfigureNode::parseCertificateFromPem(java.lang.String, org.elasticsearch.xpack.security.cli.Terminal):java.security.cert.X509Certificate 	 org.elasticsearch.xpack.core.ssl.CertParsingUtils
Move Method	org.elasticsearch.xpack.security.cli.AutoConfigureNode::parseKeyFromPem(java.lang.String, org.elasticsearch.xpack.security.cli.Terminal):java.security.PrivateKey 	 org.elasticsearch.ExceptionsHelper
Move Method	org.elasticsearch.xpack.security.cli.AutoConfigureNode::removePreviousAutoconfiguration(java.util.List<java.lang.String>):java.util.List<java.lang.String> 	 org.elasticsearch.common.settings.Settings
Move Method	org.elasticsearch.xpack.security.cli.AutoConfigureNode::removeAutoConfigurationFromKeystore(org.elasticsearch.env.Environment, org.elasticsearch.xpack.security.cli.Terminal):void 	 org.elasticsearch.common.settings.KeyStoreWrapper
Move Method	org.elasticsearch.xpack.transform.TransformNode::isShuttingDown():java.util.Optional<java.lang.Boolean> 	 org.elasticsearch.cluster.ClusterState
