url_x,description_x,same_package,source_class_inner,target_class_inner,source_file_is_test,target_file_is_test,source_class_static,target_class_static,source_class_exists,target_class_exists,repository,sha1,method_count,source_java_file
https://github.com/elastic/elasticsearch/commit/1d525752af4f4c768d3a13604f13e5d3005d284a,"Move Method public success(nodeId String, shardSnapshotResult ShardSnapshotResult) : ShardSnapshotStatus from class org.elasticsearch.cluster.SnapshotsInProgress.ShardSnapshotStatus to public success(nodeId String, shardSnapshotResult ShardSnapshotResult) : ShardSnapshotStatus from class org.elasticsearch.cluster.SnapshotsInProgress",True,True,False,False,False,False,False,False,True,https://github.com/elastic/elasticsearch.git,1d525752af4f4c768d3a13604f13e5d3005d284a,12,SnapshotsInProgress.java
https://github.com/elastic/elasticsearch/commit/1d525752af4f4c768d3a13604f13e5d3005d284a,Move Method public readFrom(in StreamInput) : ShardSnapshotStatus from class org.elasticsearch.cluster.SnapshotsInProgress.ShardSnapshotStatus to public readFrom(in StreamInput) : ShardSnapshotStatus from class org.elasticsearch.cluster.SnapshotsInProgress,True,True,False,False,False,False,False,False,True,https://github.com/elastic/elasticsearch.git,1d525752af4f4c768d3a13604f13e5d3005d284a,12,SnapshotsInProgress.java
https://github.com/elastic/elasticsearch/commit/abccea00d11aef2815e48cfadf786b1ae5e50c4e,"Move Method private parseIndexEntry(parser XContentParser, indexToSettings Map<String,Settings>, indexToDefaultSettings Map<String,Settings>) : void from class org.elasticsearch.action.admin.indices.settings.get.GetSettingsResponse to private parseIndexEntry(parser XContentParser, indexToSettings Map<String,Settings>, indexToDefaultSettings Map<String,Settings>) : void from class org.elasticsearch.action.admin.indices.settings.get.GetSettingsResponseTests",True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,abccea00d11aef2815e48cfadf786b1ae5e50c4e,14,GetSettingsResponse.java
https://github.com/elastic/elasticsearch/commit/abccea00d11aef2815e48cfadf786b1ae5e50c4e,"Move Method private parseSettingsField(parser XContentParser, currentIndexName String, indexToSettings Map<String,Settings>, indexToDefaultSettings Map<String,Settings>) : void from class org.elasticsearch.action.admin.indices.settings.get.GetSettingsResponse to private parseSettingsField(parser XContentParser, currentIndexName String, indexToSettings Map<String,Settings>, indexToDefaultSettings Map<String,Settings>) : void from class org.elasticsearch.action.admin.indices.settings.get.GetSettingsResponseTests",True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,abccea00d11aef2815e48cfadf786b1ae5e50c4e,14,GetSettingsResponse.java
https://github.com/elastic/elasticsearch/commit/abccea00d11aef2815e48cfadf786b1ae5e50c4e,Move Method public fromXContent(parser XContentParser) : BulkResponse from class org.elasticsearch.action.bulk.BulkResponse to private fromXContent(parser XContentParser) : BulkResponse from class org.elasticsearch.action.bulk.BulkResponseTests,True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,abccea00d11aef2815e48cfadf786b1ae5e50c4e,13,BulkResponse.java
https://github.com/elastic/elasticsearch/commit/a3db0c7d5752c2d850a708808be6b10e45e140e4,Move Method private parseItem(parser XContentParser) : MultiGetItemResponse from class org.elasticsearch.action.get.MultiGetResponse to private parseItem(parser XContentParser) : MultiGetItemResponse from class org.elasticsearch.action.get.MultiGetResponseTests,True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,a3db0c7d5752c2d850a708808be6b10e45e140e4,16,MultiGetResponse.java
https://github.com/elastic/elasticsearch/commit/a3db0c7d5752c2d850a708808be6b10e45e140e4,Move Method private parseFailure(parser XContentParser) : Object from class org.elasticsearch.index.reindex.BulkByScrollResponse to private parseFailure(parser XContentParser) : Object from class org.elasticsearch.index.reindex.BulkByScrollResponseTests,True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,a3db0c7d5752c2d850a708808be6b10e45e140e4,23,BulkByScrollResponse.java
https://github.com/elastic/elasticsearch/commit/a3db0c7d5752c2d850a708808be6b10e45e140e4,Move Method public errorFromXContent(parser XContentParser) : ElasticsearchStatusException from class org.elasticsearch.rest.RestResponse to private errorFromXContent(parser XContentParser) : ElasticsearchStatusException from class org.elasticsearch.rest.RestResponseTests,True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,a3db0c7d5752c2d850a708808be6b10e45e140e4,20,RestResponse.java
https://github.com/elastic/elasticsearch/commit/eb8c73f4fbf340f58144bd5d60460d9f02f7ca3f,"Move Method private buildUri(accountUri URI) : URI from class org.elasticsearch.xpack.inference.external.request.openai.OpenAiEmbeddingsRequest to public buildUri(accountUri URI, service String, uriBuilder CheckedSupplier<URI,URISyntaxException>) : URI from class org.elasticsearch.xpack.inference.external.request.RequestUtils",False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,eb8c73f4fbf340f58144bd5d60460d9f02f7ca3f,7,OpenAiEmbeddingsRequest.java
https://github.com/elastic/elasticsearch/commit/eb8c73f4fbf340f58144bd5d60460d9f02f7ca3f,Move Method private createOptionalUri(url String) : URI from class org.elasticsearch.xpack.inference.services.openai.OpenAiServiceSettings to public createOptionalUri(url String) : URI from class org.elasticsearch.xpack.inference.services.ServiceUtils,False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,eb8c73f4fbf340f58144bd5d60460d9f02f7ca3f,16,OpenAiServiceSettings.java
https://github.com/elastic/elasticsearch/commit/7d522145def78ac55146eaf429d761d961ed1d42,"Move Method package translateFieldSortBuilders(fieldSortBuilders List<FieldSortBuilder>, searchSourceBuilder SearchSourceBuilder, fieldNameVisitor Consumer<String>) : void from class org.elasticsearch.xpack.security.action.apikey.TransportQueryApiKeyAction to public translateFieldSortBuilders(fieldSortBuilders List<FieldSortBuilder>, searchSourceBuilder SearchSourceBuilder, visitor Consumer<String>) : void from class org.elasticsearch.xpack.security.support.ApiKeyFieldNameTranslators",False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,7d522145def78ac55146eaf429d761d961ed1d42,3,TransportQueryApiKeyAction.java
https://github.com/elastic/elasticsearch/commit/2ca6df71d6c4065fc45918281e4687a6ac600850,"Move Method private exposeQualifiedExportsAndOpens(target Module, qualifiedExports Map<String,List<ModuleQualifiedExportsService>>) : void from class org.elasticsearch.plugins.PluginsService to public exposeQualifiedExportsAndOpens(target Module, qualifiedExports Map<String,List<ModuleQualifiedExportsService>>) : void from class org.elasticsearch.jdk.ModuleQualifiedExportsService",False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,2ca6df71d6c4065fc45918281e4687a6ac600850,55,PluginsService.java
https://github.com/elastic/elasticsearch/commit/2ca6df71d6c4065fc45918281e4687a6ac600850,"Move Method private addExportsService(qualifiedExports Map<String,List<ModuleQualifiedExportsService>>, exportsService ModuleQualifiedExportsService, moduleName String) : void from class org.elasticsearch.plugins.PluginsService to public addExportsService(qualifiedExports Map<String,List<ModuleQualifiedExportsService>>, exportsService ModuleQualifiedExportsService, moduleName String) : void from class org.elasticsearch.jdk.ModuleQualifiedExportsService",False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,2ca6df71d6c4065fc45918281e4687a6ac600850,55,PluginsService.java
https://github.com/elastic/elasticsearch/commit/5c8006499a0a430125e2a65e9edc69fae7fa8621,Move Method private parseMetricDetail(parser XContentParser) : MetricDetail from class org.elasticsearch.index.rankeval.EvalQueryQuality to private parseMetricDetail(parser XContentParser) : MetricDetail from class org.elasticsearch.index.rankeval.EvalQueryQualityTests,True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,5c8006499a0a430125e2a65e9edc69fae7fa8621,15,EvalQueryQuality.java
https://github.com/elastic/elasticsearch/commit/d8e66259bbbf2be8285adcc4f06a5cff9798e7b7,"Move Method public addListener(channelFuture ChannelFuture, listener ListenableFuture<Void>) : void from class org.elasticsearch.transport.netty4.Netty4TcpChannel to public addListener(future Future<Void>, listener ActionListener<Void>) : void from class org.elasticsearch.transport.netty4.Netty4Utils",True,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,d8e66259bbbf2be8285adcc4f06a5cff9798e7b7,16,Netty4TcpChannel.java
https://github.com/elastic/elasticsearch/commit/b2e626e7df6e825c89ffaac17c649ec04ef69ddd,Move Method private getSecureString(parser XContentParser) : SecureString from class org.elasticsearch.xpack.security.rest.action.apikey.RestGrantApiKeyAction to protected getSecureString(parser XContentParser) : SecureString from class org.elasticsearch.xpack.security.rest.action.SecurityBaseRestHandler,False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,b2e626e7df6e825c89ffaac17c649ec04ef69ddd,7,RestGrantApiKeyAction.java
https://github.com/elastic/elasticsearch/commit/b95cb8c40dc701cbce18308cdcd5538fd60facb9,"Move Method private getDuration(snapshotId SnapshotId, repositoryData RepositoryData) : long from class org.elasticsearch.action.admin.cluster.snapshots.get.TransportGetSnapshotsAction to private getDuration(snapshotId SnapshotId, repositoryData RepositoryData) : long from class org.elasticsearch.action.admin.cluster.snapshots.get.TransportGetSnapshotsAction.SnapshotPredicates",True,False,True,False,False,False,True,True,True,https://github.com/elastic/elasticsearch.git,b95cb8c40dc701cbce18308cdcd5538fd60facb9,30,TransportGetSnapshotsAction.java
https://github.com/elastic/elasticsearch/commit/b95cb8c40dc701cbce18308cdcd5538fd60facb9,"Move Method private getStartTime(snapshotId SnapshotId, repositoryData RepositoryData) : long from class org.elasticsearch.action.admin.cluster.snapshots.get.TransportGetSnapshotsAction to private getStartTime(snapshotId SnapshotId, repositoryData RepositoryData) : long from class org.elasticsearch.action.admin.cluster.snapshots.get.TransportGetSnapshotsAction.SnapshotPredicates",True,False,True,False,False,False,True,True,True,https://github.com/elastic/elasticsearch.git,b95cb8c40dc701cbce18308cdcd5538fd60facb9,30,TransportGetSnapshotsAction.java
https://github.com/elastic/elasticsearch/commit/b95cb8c40dc701cbce18308cdcd5538fd60facb9,"Move Method private indexCount(snapshotId SnapshotId, repositoryData RepositoryData) : int from class org.elasticsearch.action.admin.cluster.snapshots.get.TransportGetSnapshotsAction to private indexCount(snapshotId SnapshotId, repositoryData RepositoryData) : int from class org.elasticsearch.action.admin.cluster.snapshots.get.TransportGetSnapshotsAction.SnapshotPredicates",True,False,True,False,False,False,True,True,True,https://github.com/elastic/elasticsearch.git,b95cb8c40dc701cbce18308cdcd5538fd60facb9,30,TransportGetSnapshotsAction.java
https://github.com/elastic/elasticsearch/commit/1b8baf1cf860004a85d9368accb9f707f31202c7,Move Method public isFinite() : Matcher<Double> from class org.elasticsearch.search.aggregations.bucket.sampler.random.RandomSamplerAggregatorTests.IsFinite to public isFinite() : Matcher<Double> from class org.elasticsearch.search.aggregations.bucket.sampler.random.RandomSamplerAggregatorTests,True,True,False,True,True,True,False,True,True,https://github.com/elastic/elasticsearch.git,1b8baf1cf860004a85d9368accb9f707f31202c7,3,RandomSamplerAggregatorTests.java
https://github.com/elastic/elasticsearch/commit/f617694e102c6e7503814a865daab3dbfd1dd038,Move Method public getFieldAttribute(name String) : FieldAttribute from class org.elasticsearch.xpack.esql.optimizer.LogicalPlanOptimizerTests to public getFieldAttribute(name String) : FieldAttribute from class org.elasticsearch.xpack.ql.TestUtils,False,False,False,True,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,f617694e102c6e7503814a865daab3dbfd1dd038,181,LogicalPlanOptimizerTests.java
https://github.com/elastic/elasticsearch/commit/f617694e102c6e7503814a865daab3dbfd1dd038,"Move Method private getFieldAttribute(name String, dataType DataType) : FieldAttribute from class org.elasticsearch.xpack.esql.optimizer.LogicalPlanOptimizerTests to public getFieldAttribute(name String, dataType DataType) : FieldAttribute from class org.elasticsearch.xpack.ql.TestUtils",False,False,False,True,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,f617694e102c6e7503814a865daab3dbfd1dd038,181,LogicalPlanOptimizerTests.java
https://github.com/elastic/elasticsearch/commit/f617694e102c6e7503814a865daab3dbfd1dd038,Move Method private getFieldAttribute(name String) : FieldAttribute from class org.elasticsearch.xpack.ql.optimizer.OptimizerRulesTests to public getFieldAttribute(name String) : FieldAttribute from class org.elasticsearch.xpack.ql.TestUtils,False,False,False,True,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,f617694e102c6e7503814a865daab3dbfd1dd038,141,OptimizerRulesTests.java
https://github.com/elastic/elasticsearch/commit/f617694e102c6e7503814a865daab3dbfd1dd038,"Move Method private getFieldAttribute(name String, dataType DataType) : FieldAttribute from class org.elasticsearch.xpack.ql.optimizer.OptimizerRulesTests to public getFieldAttribute(name String, dataType DataType) : FieldAttribute from class org.elasticsearch.xpack.ql.TestUtils",False,False,False,True,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,f617694e102c6e7503814a865daab3dbfd1dd038,141,OptimizerRulesTests.java
https://github.com/elastic/elasticsearch/commit/c41df745a6e0c954ee8827e7bac7fd0b71e2bb52,"Move Method private getExplanationsParser() : ConstructingObjectParser<Explanation,Boolean> from class org.elasticsearch.action.explain.ExplainResponse to private getExplanationsParser() : ConstructingObjectParser<Explanation,Boolean> from class org.elasticsearch.action.explain.ExplainResponseTests",True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,c41df745a6e0c954ee8827e7bac7fd0b71e2bb52,19,ExplainResponse.java
https://github.com/elastic/elasticsearch/commit/c41df745a6e0c954ee8827e7bac7fd0b71e2bb52,"Move Method public parseXContentFields(parser XContentParser, context Builder) : void from class org.elasticsearch.action.update.UpdateResponse to public parseXContentFields(parser XContentParser, context UpdateResponse.Builder) : void from class org.elasticsearch.action.update.UpdateResponseTests",True,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,c41df745a6e0c954ee8827e7bac7fd0b71e2bb52,16,UpdateResponse.java
https://github.com/elastic/elasticsearch/commit/c41df745a6e0c954ee8827e7bac7fd0b71e2bb52,"Move Method protected setupParser(name String, ctor TriFunction<List<TaskInfo>,List<TaskOperationFailure>,List<ElasticsearchException>,T>) : ConstructingObjectParser<T,Void> from class org.elasticsearch.action.admin.cluster.node.tasks.list.ListTasksResponse to private setupParser(name String, ctor TriFunction<List<TaskInfo>,List<TaskOperationFailure>,List<ElasticsearchException>,T>) : ConstructingObjectParser<T,Void> from class org.elasticsearch.tasks.ListTasksResponseTests",False,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,c41df745a6e0c954ee8827e7bac7fd0b71e2bb52,13,ListTasksResponse.java
https://github.com/elastic/elasticsearch/commit/a279a302bfe9289e522a4bb32499af1304a70c0b,"Move Method public parseInnerToXContent(parser XContentParser, context Builder) : void from class org.elasticsearch.action.DocWriteResponse to public parseInnerToXContent(parser XContentParser, context DocWriteResponse.Builder) : void from class org.elasticsearch.action.bulk.BulkItemResponseTests",False,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,a279a302bfe9289e522a4bb32499af1304a70c0b,36,DocWriteResponse.java
https://github.com/elastic/elasticsearch/commit/a279a302bfe9289e522a4bb32499af1304a70c0b,"Move Method public declareBroadcastFields(PARSER ConstructingObjectParser<T,Void>) : void from class org.elasticsearch.action.support.broadcast.BaseBroadcastResponse to public declareBroadcastFields(PARSER ConstructingObjectParser<T,Void>) : void from class org.elasticsearch.test.AbstractBroadcastResponseTestCase",False,False,False,False,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,a279a302bfe9289e522a4bb32499af1304a70c0b,9,BaseBroadcastResponse.java
https://github.com/elastic/elasticsearch/commit/8022943c7600bec01ac2ff0b4befd79157cb7813,"Move Method private parseContexts(parser XContentParser) : Map<String,Set<String>> from class org.elasticsearch.search.suggest.completion.CompletionSuggestion.Entry.Option to private parseContexts(parser XContentParser) : Map<String,Set<String>> from class org.elasticsearch.search.suggest.CompletionSuggestionOptionTests",False,True,False,False,True,True,False,True,True,https://github.com/elastic/elasticsearch.git,8022943c7600bec01ac2ff0b4befd79157cb7813,34,CompletionSuggestion.java
https://github.com/elastic/elasticsearch/commit/8022943c7600bec01ac2ff0b4befd79157cb7813,"Move Method protected parseEntries(parser XContentParser, suggestion Suggestion<E>, entryParser CheckedFunction<XContentParser,E,IOException>) : void from class org.elasticsearch.search.suggest.Suggest.Suggestion to private parseEntries(parser XContentParser, suggestion Suggestion<E>, entryParser CheckedFunction<XContentParser,E,IOException>) : void from class org.elasticsearch.search.suggest.SuggestTests",True,True,False,False,True,True,False,True,True,https://github.com/elastic/elasticsearch.git,8022943c7600bec01ac2ff0b4befd79157cb7813,51,Suggest.java
https://github.com/elastic/elasticsearch/commit/0cc19f32704cfd168d3d3fa3cb2200c27e3b4c6b,Move Method public getFailureStoreRefreshInterval(settings Settings) : TimeValue from class org.elasticsearch.cluster.metadata.MetadataCreateDataStreamService to public getFailureStoreRefreshInterval(settings Settings) : TimeValue from class org.elasticsearch.cluster.metadata.DataStreamFailureStoreDefinition,True,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,0cc19f32704cfd168d3d3fa3cb2200c27e3b4c6b,19,MetadataCreateDataStreamService.java
https://github.com/elastic/elasticsearch/commit/d7e524fcf9835f4b31369dd2cd0ef8da4994c9a3,Move Method private mb(bytes long) : int from class org.elasticsearch.server.cli.MachineDependentHeap.MachineNodeRole to protected mb(bytes long) : int from class org.elasticsearch.server.cli.MachineDependentHeap,True,True,False,False,False,False,False,False,True,https://github.com/elastic/elasticsearch.git,d7e524fcf9835f4b31369dd2cd0ef8da4994c9a3,4,MachineDependentHeap.java
https://github.com/elastic/elasticsearch/commit/d7e524fcf9835f4b31369dd2cd0ef8da4994c9a3,"Move Method private mb(bytes long, toLowerMultipleOfMb int) : int from class org.elasticsearch.server.cli.MachineDependentHeap.MachineNodeRole to protected mb(bytes long, toLowerMultipleOfMb int) : int from class org.elasticsearch.server.cli.MachineDependentHeap",True,True,False,False,False,False,False,False,True,https://github.com/elastic/elasticsearch.git,d7e524fcf9835f4b31369dd2cd0ef8da4994c9a3,4,MachineDependentHeap.java
https://github.com/elastic/elasticsearch/commit/cca98af45619d31795b7b3e0f66872e20660a9cc,"Move Method private maskIpAddress(ipAddress BytesRef, subnetMask BytesRef, subnet BytesRef) : void from class org.elasticsearch.search.aggregations.bucket.prefix.IpPrefixAggregator.IpPrefixLeafCollector to private maskIpAddress(ipAddress BytesRef, subnetMask BytesRef, subnet BytesRef) : void from class org.elasticsearch.search.aggregations.bucket.prefix.IpPrefixAggregator",True,True,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,cca98af45619d31795b7b3e0f66872e20660a9cc,3,IpPrefixAggregator.java
https://github.com/elastic/elasticsearch/commit/062039b7f4706a0f42eb072067891bc5b2dad4a3,Move Method package rlimitToString(value long) : String from class org.elasticsearch.bootstrap.JNANatives to package rlimitToString(value long) : String from class org.elasticsearch.nativeaccess.PosixNativeAccess,False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,062039b7f4706a0f42eb072067891bc5b2dad4a3,7,JNANatives.java
https://github.com/elastic/elasticsearch/commit/86652bde14e00b330402b2ed5366c0f3fe27300a,"Move Method private sourceText(query String, line int, column int, length int) : String from class org.elasticsearch.xpack.esql.core.util.SourceUtils to private sourceText(query String, line int, column int, length int) : String from class org.elasticsearch.xpack.esql.core.tree.Source",False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,86652bde14e00b330402b2ed5366c0f3fe27300a,9,SourceUtils.java
https://github.com/elastic/elasticsearch/commit/86652bde14e00b330402b2ed5366c0f3fe27300a,"Move Method private textOffset(query String, line int, column int) : int from class org.elasticsearch.xpack.esql.core.util.SourceUtils to private textOffset(query String, line int, column int) : int from class org.elasticsearch.xpack.esql.core.tree.Source",False,False,False,False,False,False,False,True,True,https://github.com/elastic/elasticsearch.git,86652bde14e00b330402b2ed5366c0f3fe27300a,9,SourceUtils.java
https://github.com/elastic/elasticsearch/commit/0d96d7c45430c2356100c9d1aa654e4640c7444e,"Move Method private equalsOf(left Expression, right Expression) : Equals from class org.elasticsearch.xpack.esql.optimizer.OptimizerRulesTests to public equalsOf(left Expression, right Expression) : Equals from class org.elasticsearch.xpack.esql.EsqlTestUtils",False,False,False,True,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,0d96d7c45430c2356100c9d1aa654e4640c7444e,75,OptimizerRulesTests.java
https://github.com/elastic/elasticsearch/commit/0d96d7c45430c2356100c9d1aa654e4640c7444e,"Move Method private lessThanOf(left Expression, right Expression) : LessThan from class org.elasticsearch.xpack.esql.optimizer.OptimizerRulesTests to public lessThanOf(left Expression, right Expression) : LessThan from class org.elasticsearch.xpack.esql.EsqlTestUtils",False,False,False,True,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,0d96d7c45430c2356100c9d1aa654e4640c7444e,75,OptimizerRulesTests.java
https://github.com/elastic/elasticsearch/commit/0d96d7c45430c2356100c9d1aa654e4640c7444e,"Move Method public greaterThanOf(left Expression, right Expression) : GreaterThan from class org.elasticsearch.xpack.esql.optimizer.OptimizerRulesTests to public greaterThanOf(left Expression, right Expression) : GreaterThan from class org.elasticsearch.xpack.esql.EsqlTestUtils",False,False,False,True,True,False,False,True,True,https://github.com/elastic/elasticsearch.git,0d96d7c45430c2356100c9d1aa654e4640c7444e,75,OptimizerRulesTests.java
